,bottom,height,left,right,top,width,x,y,word_id,text
0,33,21,12.0,58.75,12,46.75,12.0,12,word_000000,Sent
1,33,21,64.21665954589844,88.71665954589844,12,24.5,64.21665954589844,12,word_000001,To
2,33,21,180.06666564941406,228.4499969482422,12,48.383331298828125,180.06666564941406,12,word_000002,Kelley
3,33,21,234.0833282470703,259.25,12,25.166671752929688,234.0833282470703,12,word_000003,Ltd
4,54,21,180.06666564941406,210.5666656494141,33,30.5,180.06666564941406,33,word_000004,207
5,54,21,216.1999969482422,267.3833312988281,33,51.18333435058594,216.1999969482422,33,word_000005,Garcia
6,54,21,273.01666259765625,309.46665954589844,33,36.44999694824219,273.01666259765625,33,word_000006,Glen
7,54,21,315.1000061035156,356.3833312988281,33,41.2833251953125,315.1000061035156,33,word_000007,Suite
8,54,21,362.01666259765625,392.51666259765625,33,30.5,362.01666259765625,33,word_000008,650
9,75,21,180.06666564941406,270.8500061035156,54,90.78334045410156,180.06666564941406,54,word_000009,"Oscartown,"
10,75,21,276.48333740234375,300.8999938964844,54,24.416656494140625,276.48333740234375,54,word_000010,MA
11,75,21,306.5333251953125,357.3666534423828,54,50.83332824707031,306.5333251953125,54,word_000011,71182
12,104,21,12.0,60.44999694824219,83,48.44999694824219,12.0,83,word_000012,Sold
13,104,21,65.91667175292969,90.41667175292967,83,24.5,65.91667175292969,83,word_000013,To
14,104,21,180.06666564941406,222.9499969482422,83,42.883331298828125,180.06666564941406,83,word_000014,Salas
15,104,21,228.5833282470703,257.5500030517578,83,28.9666748046875,228.5833282470703,83,word_000015,LLC
16,125,21,180.06666564941406,230.8999938964844,104,50.83332824707031,180.06666564941406,104,word_000016,61737
17,125,21,236.53334045410156,283.6666717529297,104,47.133331298828125,236.53334045410156,104,word_000017,Sarah
18,125,21,289.29998779296875,327.13331604003906,104,37.83332824707031,289.29998779296875,104,word_000018,Flats
19,146,21,180.06666564941406,214.4333343505859,125,34.366668701171875,180.06666564941406,125,word_000019,East
20,146,21,220.0666656494141,275.28334045410156,125,55.2166748046875,220.0666656494141,125,word_000020,"Laurie,"
21,146,21,280.91668701171875,301.1333465576172,125,20.21665954589844,280.91668701171875,125,word_000021,MI
22,146,21,306.76666259765625,357.6000061035156,125,50.833343505859375,306.76666259765625,125,word_000022,32037
23,175,21,12.0,104.23333740234376,154,92.23333740234376,12.0,154,word_000023,Shipping
24,175,21,180.06666564941406,249.1000061035156,154,69.03334045410156,180.06666564941406,154,word_000024,Simpson
25,175,21,254.73333740234375,303.78334045410156,154,49.05000305175781,254.73333740234375,154,word_000025,Group
26,196,21,180.06666564941406,220.73333740234375,175,40.66667175292969,180.06666564941406,175,word_000026,3373
27,196,21,226.36666870117188,290.73333740234375,175,64.36666870117188,226.36666870117188,175,word_000027,Campos
28,196,21,296.3666687011719,329.3999938964844,175,33.0333251953125,296.3666687011719,175,word_000028,Pike
29,196,21,335.0333251953125,376.316650390625,175,41.2833251953125,335.0333251953125,175,word_000029,Suite
30,196,21,381.9500122070313,412.4500122070313,175,30.5,381.9500122070313,175,word_000030,337
31,217,21,180.06666564941406,287.6166687011719,196,107.5500030517578,180.06666564941406,196,word_000031,"Andersonton,"
32,217,21,293.25,316.6000061035156,196,23.350006103515625,293.25,196,word_000032,MT
33,217,21,322.23333740234375,373.06666564941406,196,50.83332824707031,322.23333740234375,196,word_000033,68219
34,246,21,12.0,119.06666564941406,225,107.06666564941406,12.0,225,word_000034,Statement
35,246,21,124.53334045410156,172.06666564941406,225,47.5333251953125,124.53334045410156,225,word_000035,Date
36,246,21,180.06666564941406,275.93333435058594,225,95.86666870117188,180.06666564941406,225,word_000036,03/03/2006
37,275,21,12.0,103.13333129882812,254,91.13333129882812,12.0,254,word_000037,Received
38,275,21,180.06666564941406,275.93333435058594,254,95.86666870117188,180.06666564941406,254,word_000038,10/02/1991
39,304,21,12.0,91.35000610351562,283,79.35000610351562,12.0,283,word_000039,Invoice
40,304,21,180.06666564941406,271.56666564941406,283,91.5,180.06666564941406,283,word_000040,670094950
