,bottom,height,left,right,top,width,x,y,word_id,text
0,33,21,12.0,58.75,12,46.75,12.0,12,word_000000,Sent
1,33,21,64.21665954589844,88.71665954589844,12,24.5,64.21665954589844,12,word_000001,To
2,33,21,180.06666564941406,255.3000030517578,12,75.23333740234375,180.06666564941406,12,word_000002,"Goodwin,"
3,33,21,260.933349609375,305.0666809082031,12,44.133331298828125,260.933349609375,12,word_000003,Davis
4,33,21,310.70001220703125,340.41668701171875,12,29.7166748046875,310.70001220703125,12,word_000004,and
5,33,21,346.04998779296875,423.1499786376953,12,77.09999084472656,346.04998779296875,12,word_000005,Nicholson
6,54,21,180.06666564941406,220.73333740234375,33,40.66667175292969,180.06666564941406,33,word_000006,9656
7,54,21,226.36666870117188,286.76666259765625,33,60.399993896484375,226.36666870117188,33,word_000007,Richard
8,54,21,292.3999938964844,387.1666717529297,33,94.76667785644533,292.3999938964844,33,word_000008,Expressway
9,75,21,180.06666564941406,227.28334045410156,54,47.2166748046875,180.06666564941406,54,word_000009,South
10,75,21,232.9166717529297,329.8500061035156,54,96.93333435058594,232.9166717529297,54,word_000010,"Andrealand,"
11,75,21,335.48333740234375,356.51666259765625,54,21.0333251953125,335.48333740234375,54,word_000011,CT
12,75,21,362.1499938964844,412.98333740234375,54,50.833343505859375,362.1499938964844,54,word_000012,09498
13,104,21,12.0,60.44999694824219,83,48.44999694824219,12.0,83,word_000013,Sold
14,104,21,65.91667175292969,90.41667175292967,83,24.5,65.91667175292969,83,word_000014,To
15,104,21,180.06666564941406,216.1000061035156,83,36.03334045410156,180.06666564941406,83,word_000015,"Ray,"
16,104,21,221.73333740234375,282.53334045410156,83,60.80000305175781,221.73333740234375,83,word_000016,Weaver
17,104,21,288.16668701171875,317.8833465576172,83,29.71665954589844,288.16668701171875,83,word_000017,and
18,104,21,323.51666259765625,390.23333740234375,83,66.7166748046875,323.51666259765625,83,word_000018,Lambert
19,125,21,180.06666564941406,220.73333740234375,104,40.66667175292969,180.06666564941406,104,word_000019,4475
20,125,21,226.36666870117188,280.78334045410156,104,54.41667175292969,226.36666870117188,104,word_000020,Adams
21,125,21,286.41668701171875,323.8833465576172,104,37.46665954589844,286.41668701171875,104,word_000021,Field
22,146,21,180.06666564941406,212.5666656494141,125,32.5,180.06666564941406,125,word_000022,Port
23,146,21,218.1999969482422,310.68333435058594,125,92.48333740234376,218.1999969482422,125,word_000023,"Nathanfurt,"
24,146,21,316.316650390625,340.29998779296875,125,23.98333740234375,316.316650390625,125,word_000024,NH
25,146,21,345.933349609375,396.7666778564453,125,50.83332824707031,345.933349609375,125,word_000025,61698
26,175,21,12.0,104.23333740234376,154,92.23333740234376,12.0,154,word_000026,Shipping
27,175,21,180.06666564941406,322.8833312988281,154,142.81666564941406,180.06666564941406,154,word_000027,Williams-Martinez
28,196,21,180.06666564941406,220.73333740234375,175,40.66667175292969,180.06666564941406,175,word_000028,1888
29,196,21,226.36666870117188,289.26666259765625,175,62.899993896484375,226.36666870117188,175,word_000029,Bennett
30,196,21,294.8999938964844,370.98333740234375,175,76.08334350585938,294.8999938964844,175,word_000030,Parkways
31,217,21,180.06666564941406,212.5666656494141,196,32.5,180.06666564941406,196,word_000031,Port
32,217,21,218.1999969482422,314.76666259765625,196,96.56666564941406,218.1999969482422,196,word_000032,"Williamside,"
33,217,21,320.3999938964844,339.46665954589844,196,19.066665649414062,320.3999938964844,196,word_000033,ID
34,217,21,345.1000061035156,395.93333435058594,196,50.83332824707031,345.1000061035156,196,word_000034,97237
35,246,21,12.0,119.06666564941406,225,107.06666564941406,12.0,225,word_000035,Statement
36,246,21,124.53334045410156,172.06666564941406,225,47.5333251953125,124.53334045410156,225,word_000036,Date
37,246,21,180.06666564941406,275.93333435058594,225,95.86666870117188,180.06666564941406,225,word_000037,07/02/2016
38,275,21,12.0,103.13333129882812,254,91.13333129882812,12.0,254,word_000038,Received
39,275,21,180.06666564941406,275.93333435058594,254,95.86666870117188,180.06666564941406,254,word_000039,04/09/1989
40,304,21,12.0,91.35000610351562,283,79.35000610351562,12.0,283,word_000040,Invoice
41,304,21,180.06666564941406,271.56666564941406,283,91.5,180.06666564941406,283,word_000041,670094950
