,bottom,height,left,right,top,width,x,y,word_id,text
0,33,21,12.0,58.75,12,46.75,12.0,12,word_000000,Sent
1,33,21,64.21665954589844,88.71665954589844,12,24.5,64.21665954589844,12,word_000001,To
2,33,21,180.06666564941406,216.28334045410156,12,36.2166748046875,180.06666564941406,12,word_000002,"Hall,"
3,33,21,221.9166717529297,277.06666564941406,12,55.149993896484375,221.9166717529297,12,word_000003,Sparks
4,33,21,282.70001220703125,312.41668701171875,12,29.7166748046875,282.70001220703125,12,word_000004,and
5,33,21,318.04998779296875,392.9166564941406,12,74.86666870117188,318.04998779296875,12,word_000005,Stephens
6,54,21,180.06666564941406,220.73333740234375,33,40.66667175292969,180.06666564941406,33,word_000006,4635
7,54,21,226.36666870117188,290.53334045410156,33,64.16667175292969,226.36666870117188,33,word_000007,Michelle
8,54,21,296.16668701171875,353.66668701171875,33,57.5,296.16668701171875,33,word_000008,Islands
9,54,21,359.29998779296875,392.316650390625,33,33.01666259765625,359.29998779296875,33,word_000009,Apt.
10,54,21,397.9500122070313,428.4500122070313,33,30.5,397.9500122070313,33,word_000010,122
11,75,21,180.06666564941406,274.3833312988281,54,94.31666564941406,180.06666564941406,54,word_000011,"Murphyfort,"
12,75,21,280.01666259765625,300.23333740234375,54,20.2166748046875,280.01666259765625,54,word_000012,MI
13,75,21,305.8666687011719,356.6999969482422,54,50.83332824707031,305.8666687011719,54,word_000013,21124
14,104,21,12.0,60.44999694824219,83,48.44999694824219,12.0,83,word_000014,Sold
15,104,21,65.91667175292969,90.41667175292967,83,24.5,65.91667175292969,83,word_000015,To
16,104,21,180.06666564941406,281.43333435058594,83,101.36666870117188,180.06666564941406,83,word_000016,Cunningham
17,104,21,287.066650390625,316.7833251953125,83,29.7166748046875,287.066650390625,83,word_000017,and
18,104,21,322.41668701171875,361.5333557128906,83,39.116668701171875,322.41668701171875,83,word_000018,Sons
19,125,21,180.06666564941406,210.5666656494141,104,30.5,180.06666564941406,104,word_000019,549
20,125,21,216.1999969482422,284.6999969482422,104,68.5,216.1999969482422,104,word_000020,Hubbard
21,125,21,290.33331298828125,338.84999084472656,104,48.51667785644531,290.33331298828125,104,word_000021,Points
22,146,21,180.06666564941406,261.6000061035156,125,81.53334045410156,180.06666564941406,125,word_000022,"Aaronfort,"
23,146,21,267.23333740234375,293.98333740234375,125,26.75,267.23333740234375,125,word_000023,WV
24,146,21,299.6166687011719,350.4499969482422,125,50.83332824707031,299.6166687011719,125,word_000024,12271
25,175,21,12.0,104.23333740234376,154,92.23333740234376,12.0,154,word_000025,Shipping
26,175,21,180.06666564941406,244.1999969482422,154,64.13333129882812,180.06666564941406,154,word_000026,"Chavez,"
27,175,21,249.8333282470703,324.46665954589844,154,74.63333129882812,249.8333282470703,154,word_000027,Simmons
28,175,21,330.1000061035156,359.81666564941406,154,29.71665954589844,330.1000061035156,154,word_000028,and
29,175,21,365.4500122070313,420.86668395996094,154,55.41667175292969,365.4500122070313,154,word_000029,Barnes
30,196,21,180.06666564941406,230.8999938964844,175,50.83332824707031,180.06666564941406,175,word_000030,58812
31,196,21,236.53334045410156,288.8000030517578,175,52.26666259765625,236.53334045410156,175,word_000031,Marisa
32,196,21,294.433349609375,353.2166748046875,175,58.7833251953125,294.433349609375,175,word_000032,Stream
33,196,21,358.8500061035156,391.8666687011719,175,33.01666259765625,358.8500061035156,175,word_000033,Apt.
34,196,21,397.5,428.0,175,30.5,397.5,175,word_000034,714
35,217,21,180.06666564941406,282.3333282470703,196,102.26666259765624,180.06666564941406,196,word_000035,"Kevinmouth,"
36,217,21,287.9666748046875,309.86668395996094,196,21.90000915527344,287.9666748046875,196,word_000036,AZ
37,217,21,315.5,366.3333282470703,196,50.83332824707031,315.5,196,word_000037,09658
38,246,21,12.0,119.06666564941406,225,107.06666564941406,12.0,225,word_000038,Statement
39,246,21,124.53334045410156,172.06666564941406,225,47.5333251953125,124.53334045410156,225,word_000039,Date
40,246,21,180.06666564941406,275.93333435058594,225,95.86666870117188,180.06666564941406,225,word_000040,12/10/2010
41,275,21,12.0,103.13333129882812,254,91.13333129882812,12.0,254,word_000041,Received
42,275,21,180.06666564941406,275.93333435058594,254,95.86666870117188,180.06666564941406,254,word_000042,07/12/2006
43,304,21,12.0,91.35000610351562,283,79.35000610351562,12.0,283,word_000043,Invoice
44,304,21,180.06666564941406,271.56666564941406,283,91.5,180.06666564941406,283,word_000044,670094950
