,bottom,height,left,right,top,width,x,y,word_id,text
0,33,21,12.0,58.75,12,46.75,12.0,12,word_000000,Sent
1,33,21,64.21665954589844,88.71665954589844,12,24.5,64.21665954589844,12,word_000001,To
2,33,21,180.06666564941406,241.26666259765625,12,61.19999694824219,180.06666564941406,12,word_000002,Nguyen
3,33,21,246.8999938964844,272.06666564941406,12,25.166671752929688,246.8999938964844,12,word_000003,Ltd
4,54,21,180.06666564941406,210.5666656494141,33,30.5,180.06666564941406,33,word_000004,160
5,54,21,216.1999969482422,267.3666687011719,33,51.16667175292969,216.1999969482422,33,word_000005,Arthur
6,54,21,273.0,336.31666564941406,33,63.31666564941406,273.0,33,word_000006,Harbors
7,75,21,180.06666564941406,225.01666259765625,54,44.94999694824219,180.06666564941406,54,word_000007,North
8,75,21,230.6499938964844,296.5500030517578,54,65.90000915527344,230.6499938964844,54,word_000008,"Tammy,"
9,75,21,302.183349609375,328.2666778564453,54,26.083328247070312,302.183349609375,54,word_000009,MO
10,75,21,333.8999938964844,384.73333740234375,54,50.833343505859375,333.8999938964844,54,word_000010,65035
11,104,21,12.0,60.44999694824219,83,48.44999694824219,12.0,83,word_000011,Sold
12,104,21,65.91667175292969,90.41667175292967,83,24.5,65.91667175292969,83,word_000012,To
13,104,21,180.06666564941406,205.5833282470703,83,25.51666259765625,180.06666564941406,83,word_000013,"Ali,"
14,104,21,211.21665954589844,274.0833282470703,83,62.866668701171875,211.21665954589844,83,word_000014,Jackson
15,104,21,279.7166748046875,309.433349609375,83,29.7166748046875,279.7166748046875,83,word_000015,and
16,104,21,315.066650390625,398.49998474121094,83,83.43333435058594,315.066650390625,83,word_000016,Thompson
17,125,21,180.06666564941406,220.73333740234375,104,40.66667175292969,180.06666564941406,104,word_000017,2753
18,125,21,226.36666870117188,269.6499938964844,104,43.2833251953125,226.36666870117188,104,word_000018,Reilly
19,125,21,275.2833251953125,313.6999816894531,104,38.416656494140625,275.2833251953125,104,word_000019,Keys
20,146,21,180.06666564941406,311.71665954589844,125,131.64999389648438,180.06666564941406,125,word_000020,"Sheppardhaven,"
21,146,21,317.3500061035156,343.43333435058594,125,26.083328247070312,317.3500061035156,125,word_000021,MO
22,146,21,349.066650390625,399.8999786376953,125,50.83332824707031,349.066650390625,125,word_000022,99127
23,175,21,12.0,104.23333740234376,154,92.23333740234376,12.0,154,word_000023,Shipping
24,175,21,180.06666564941406,248.75,154,68.68333435058594,180.06666564941406,154,word_000024,"Jackson,"
25,175,21,254.38333129882812,313.1999969482422,154,58.81666564941406,254.38333129882812,154,word_000025,Rhodes
26,175,21,318.83331298828125,348.54998779296875,154,29.7166748046875,318.83331298828125,154,word_000026,and
27,175,21,354.183349609375,412.5166778564453,154,58.33332824707031,354.183349609375,154,word_000027,Perkins
28,196,21,180.06666564941406,220.73333740234375,175,40.66667175292969,180.06666564941406,175,word_000028,7705
29,196,21,226.36666870117188,286.3833312988281,175,60.01666259765625,226.36666870117188,175,word_000029,Murphy
30,196,21,292.01666259765625,362.3333282470703,175,70.31666564941406,292.01666259765625,175,word_000030,Turnpike
31,217,21,180.06666564941406,227.28334045410156,196,47.2166748046875,180.06666564941406,196,word_000031,South
32,217,21,232.9166717529297,323.1333312988281,196,90.21665954589844,232.9166717529297,196,word_000032,"Dawnshire,"
33,217,21,328.76666259765625,352.26666259765625,196,23.5,328.76666259765625,196,word_000033,DC
34,217,21,357.8999938964844,408.73333740234375,196,50.833343505859375,357.8999938964844,196,word_000034,43151
35,246,21,12.0,119.06666564941406,225,107.06666564941406,12.0,225,word_000035,Statement
36,246,21,124.53334045410156,172.06666564941406,225,47.5333251953125,124.53334045410156,225,word_000036,Date
37,246,21,180.06666564941406,275.93333435058594,225,95.86666870117188,180.06666564941406,225,word_000037,01/22/2003
38,275,21,12.0,103.13333129882812,254,91.13333129882812,12.0,254,word_000038,Received
39,275,21,180.06666564941406,275.93333435058594,254,95.86666870117188,180.06666564941406,254,word_000039,01/12/2002
40,304,21,12.0,91.35000610351562,283,79.35000610351562,12.0,283,word_000040,Invoice
41,304,21,180.06666564941406,271.56666564941406,283,91.5,180.06666564941406,283,word_000041,670094950
