,bottom,height,left,right,top,width,x,y,word_id,text
0,33,21,12.0,58.75,12,46.75,12.0,12,word_000000,Sent
1,33,21,64.21665954589844,88.71665954589844,12,24.5,64.21665954589844,12,word_000001,To
2,33,21,180.06666564941406,273.8000030517578,12,93.73333740234376,180.06666564941406,12,word_000002,Irwin-Grant
3,54,21,180.06666564941406,230.8999938964844,33,50.83332824707031,180.06666564941406,33,word_000003,77553
4,54,21,236.53334045410156,297.1333312988281,33,60.59999084472656,236.53334045410156,33,word_000004,Marissa
5,54,21,302.76666259765625,389.2166595458984,33,86.44999694824219,302.76666259765625,33,word_000005,Extensions
6,54,21,394.8500061035156,436.1333312988281,33,41.2833251953125,394.8500061035156,33,word_000006,Suite
7,54,21,441.76666259765625,472.26666259765625,33,30.5,441.76666259765625,33,word_000007,313
8,75,21,180.06666564941406,273.18333435058594,54,93.11666870117188,180.06666564941406,54,word_000008,"Laurenville,"
9,75,21,278.816650390625,303.2333221435547,54,24.416671752929688,278.816650390625,54,word_000009,MA
10,75,21,308.8666687011719,359.6999969482422,54,50.83332824707031,308.8666687011719,54,word_000010,86683
11,104,21,12.0,60.44999694824219,83,48.44999694824219,12.0,83,word_000011,Sold
12,104,21,65.91667175292969,90.41667175292967,83,24.5,65.91667175292969,83,word_000012,To
13,104,21,180.06666564941406,233.1999969482422,83,53.133331298828125,180.06666564941406,83,word_000013,"Smith,"
14,104,21,238.8333282470703,282.78334045410156,83,43.95001220703125,238.8333282470703,83,word_000014,Perez
15,104,21,288.41668701171875,318.1333465576172,83,29.71665954589844,288.41668701171875,83,word_000015,and
16,104,21,323.76666259765625,410.48333740234375,83,86.7166748046875,323.76666259765625,83,word_000016,Williamson
17,125,21,180.06666564941406,210.5666656494141,104,30.5,180.06666564941406,104,word_000017,352
18,125,21,216.1999969482422,263.51666259765625,104,47.31666564941406,216.1999969482422,104,word_000018,Smith
19,125,21,269.1499938964844,321.6333312988281,104,52.48333740234375,269.1499938964844,104,word_000019,Courts
20,125,21,327.26666259765625,360.28334045410156,104,33.01667785644531,327.26666259765625,104,word_000020,Apt.
21,125,21,365.9166870117187,396.4166870117187,104,30.5,365.9166870117187,104,word_000021,713
22,146,21,180.06666564941406,212.5666656494141,125,32.5,180.06666564941406,125,word_000022,Port
23,146,21,218.1999969482422,325.3000030517578,125,107.10000610351562,218.1999969482422,125,word_000023,"Matthewport,"
24,146,21,330.933349609375,348.8000183105469,125,17.866668701171875,330.933349609375,125,word_000024,RI
25,146,21,354.433349609375,405.2666778564453,125,50.83332824707031,354.433349609375,125,word_000025,97093
26,175,21,12.0,104.23333740234376,154,92.23333740234376,12.0,154,word_000026,Shipping
27,175,21,180.06666564941406,216.51666259765625,154,36.44999694824219,180.06666564941406,154,word_000027,Tran
28,175,21,222.1499938964844,247.3500061035156,154,25.20001220703125,222.1499938964844,154,word_000028,Inc
29,196,21,180.06666564941406,220.73333740234375,175,40.66667175292969,180.06666564941406,175,word_000029,3607
30,196,21,226.36666870117188,282.1666717529297,175,55.80000305175781,226.36666870117188,175,word_000030,Jessica
31,196,21,287.79998779296875,334.9333190917969,175,47.133331298828125,287.79998779296875,175,word_000031,Curve
32,217,21,180.06666564941406,225.01666259765625,196,44.94999694824219,180.06666564941406,196,word_000032,North
33,217,21,230.6499938964844,304.51666259765625,196,73.86666870117188,230.6499938964844,196,word_000033,"Luisberg,"
34,217,21,310.1499938964844,332.01666259765625,196,21.866668701171875,310.1499938964844,196,word_000034,VA
35,217,21,337.6499938964844,388.48333740234375,196,50.833343505859375,337.6499938964844,196,word_000035,65216
36,246,21,12.0,119.06666564941406,225,107.06666564941406,12.0,225,word_000036,Statement
37,246,21,124.53334045410156,172.06666564941406,225,47.5333251953125,124.53334045410156,225,word_000037,Date
38,246,21,180.06666564941406,275.93333435058594,225,95.86666870117188,180.06666564941406,225,word_000038,09/19/1975
39,275,21,12.0,103.13333129882812,254,91.13333129882812,12.0,254,word_000039,Received
40,275,21,180.06666564941406,275.93333435058594,254,95.86666870117188,180.06666564941406,254,word_000040,02/28/2015
41,304,21,12.0,91.35000610351562,283,79.35000610351562,12.0,283,word_000041,Invoice
42,304,21,180.06666564941406,271.56666564941406,283,91.5,180.06666564941406,283,word_000042,670094950
