,bottom,height,left,right,top,width,x,y,word_id,text
0,33,21,12.0,58.75,12,46.75,12.0,12,word_000000,Sent
1,33,21,64.21665954589844,88.71665954589844,12,24.5,64.21665954589844,12,word_000001,To
2,33,21,180.06666564941406,336.56666564941406,12,156.5,180.06666564941406,12,word_000002,Alexander-Andrews
3,54,21,180.06666564941406,230.8999938964844,33,50.83332824707031,180.06666564941406,33,word_000003,05784
4,54,21,236.53334045410156,287.3833312988281,33,50.84999084472656,236.53334045410156,33,word_000004,Mcgee
5,54,21,293.01666259765625,342.4499969482422,33,49.43333435058594,293.01666259765625,33,word_000005,Street
6,75,21,180.06666564941406,225.01666259765625,54,44.94999694824219,180.06666564941406,54,word_000006,North
7,75,21,230.6499938964844,307.93333435058594,54,77.28334045410156,230.6499938964844,54,word_000007,"Johnstad,"
8,75,21,313.566650390625,332.79998779296875,54,19.23333740234375,313.566650390625,54,word_000008,NJ
9,75,21,338.433349609375,389.2666778564453,54,50.83332824707031,338.433349609375,54,word_000009,92044
10,104,21,12.0,60.44999694824219,83,48.44999694824219,12.0,83,word_000010,Sold
11,104,21,65.91667175292969,90.41667175292967,83,24.5,65.91667175292969,83,word_000011,To
12,104,21,180.06666564941406,266.23333740234375,83,86.16667175292969,180.06666564941406,83,word_000012,Hernandez
13,104,21,271.8666687011719,320.9166717529297,83,49.05000305175781,271.8666687011719,83,word_000013,Group
14,125,21,180.06666564941406,220.73333740234375,104,40.66667175292969,180.06666564941406,104,word_000014,3423
15,125,21,226.36666870117188,275.3333282470703,104,48.96665954589844,226.36666870117188,104,word_000015,Hayes
16,125,21,280.9666748046875,336.00001525878906,104,55.03334045410156,280.9666748046875,104,word_000016,Brooks
17,125,21,341.6333312988281,382.9166717529297,104,41.28334045410156,341.6333312988281,104,word_000017,Suite
18,125,21,388.5499877929687,419.0499877929687,104,30.5,388.5499877929687,104,word_000018,477
19,146,21,180.06666564941406,278.53334045410156,125,98.4666748046875,180.06666564941406,125,word_000019,"Andrewville,"
20,146,21,284.16668701171875,310.91668701171875,125,26.75,284.16668701171875,125,word_000020,WV
21,146,21,316.54998779296875,367.38331604003906,125,50.83332824707031,316.54998779296875,125,word_000021,66830
22,175,21,12.0,104.23333740234376,154,92.23333740234376,12.0,154,word_000022,Shipping
23,175,21,180.06666564941406,309.9166717529297,154,129.85000610351562,180.06666564941406,154,word_000023,Medina-Ramirez
24,196,21,180.06666564941406,210.5666656494141,175,30.5,180.06666564941406,175,word_000024,837
25,196,21,216.1999969482422,251.98333740234375,175,35.78334045410156,216.1999969482422,175,word_000025,Julia
26,196,21,257.6166687011719,304.31666564941406,175,46.69999694824219,257.6166687011719,175,word_000026,Brook
27,196,21,309.95001220703125,342.9666748046875,175,33.01666259765625,309.95001220703125,175,word_000027,Apt.
28,196,21,348.6000061035156,379.1000061035156,175,30.5,348.6000061035156,175,word_000028,518
29,217,21,180.06666564941406,294.1499938964844,196,114.08332824707033,180.06666564941406,196,word_000029,"Goodborough,"
30,217,21,299.7833251953125,321.6499786376953,196,21.866653442382812,299.7833251953125,196,word_000030,VA
31,217,21,327.2833251953125,378.1166534423828,196,50.83332824707031,327.2833251953125,196,word_000031,99679
32,246,21,12.0,119.06666564941406,225,107.06666564941406,12.0,225,word_000032,Statement
33,246,21,124.53334045410156,172.06666564941406,225,47.5333251953125,124.53334045410156,225,word_000033,Date
34,246,21,180.06666564941406,275.93333435058594,225,95.86666870117188,180.06666564941406,225,word_000034,06/25/2006
35,275,21,12.0,103.13333129882812,254,91.13333129882812,12.0,254,word_000035,Received
36,275,21,180.06666564941406,275.93333435058594,254,95.86666870117188,180.06666564941406,254,word_000036,02/13/1995
37,304,21,12.0,91.35000610351562,283,79.35000610351562,12.0,283,word_000037,Invoice
38,304,21,180.06666564941406,271.56666564941406,283,91.5,180.06666564941406,283,word_000038,670094950
